Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding 
Startup_554,2004,Germany,E-commerce,Series A,14.0
Startup_555,2018,China,FinTech,Seed,74.0
Startup_556,2020,Canada,E-commerce,Series C,481.0
Startup_557,2008,India,Energy,Series B,33.0
Startup_558,2013,India,FinTech,IPO,18.0
Startup_559,2002,Germany,Logistics,Series A,349.0
Startup_560,2006,USA,FoodTech,Series A,8.0
Startup_561,2002,Brazil,E-commerce,Series B,37.0
Startup_562,2018,UK,Healthcare,Series B,154.0
Startup_563,2005,Germany,Logistics,Series A,254.0
Startup_564,2004,Brazil,FinTech,Series A,128.0
Startup_565,2013,China,Healthcare,Series B,262.0
Startup_566,2003,USA,FinTech,Seed,476.0
Startup_567,2021,USA,Gaming,Series A,409.0
Startup_568,2001,Japan,AI,Seed,118.0
Startup_569,2016,Australia,Tech,Series B,232.0
Startup_570,2000,Australia,Healthcare,Series B,270.0
Startup_571,2018,China,Energy,Seed,172.0
Startup_572,2015,Canada,Tech,Series A,345.0
Startup_573,2012,India,EdTech,Series C,93.0
Startup_574,2017,UK,AI,Seed,263.0
Startup_575,2012,Canada,Energy,Series C,467.0
Startup_576,2020,Canada,AI,Series A,425.0
Startup_577,2002,Brazil,EdTech,IPO,405.0
Startup_578,2020,UK,AI,Series B,441.0
Startup_579,2017,Brazil,Healthcare,Series B,65.0
Startup_580,2000,France,FinTech,Series B,464.0
Startup_581,2019,France,Gaming,Series C,52.0
Startup_582,2021,China,EdTech,IPO,452.0
Startup_583,2011,France,Logistics,Series C,338.0
Startup_584,2022,USA,FoodTech,Series A,193.0
Startup_585,2019,Canada,FoodTech,Series B,77.0
Startup_586,2017,China,Tech,Series C,307.0
Startup_587,2011,India,E-commerce,Series B,394.0
Startup_588,2001,UK,Energy,IPO,250.0
Startup_589,2004,India,AI,IPO,79.0
Startup_590,2013,Germany,FinTech,Series C,273.0
Startup_591,2014,Japan,EdTech,Series B,254.0
Startup_592,2004,USA,Gaming,Series A,45.0
Startup_593,2017,Canada,Healthcare,Series C,452.0
Startup_594,2011,Japan,Energy,IPO,60.0
Startup_595,2002,Canada,FoodTech,Series A,297.0
Startup_596,2000,UK,FoodTech,Series C,106.0
Startup_597,2008,USA,Energy,Seed,36.0
Startup_598,2010,France,Healthcare,Series B,438.0
Startup_599,2002,India,FoodTech,IPO,220.0
Startup_600,2005,India,Healthcare,Series C,369.0
Startup_601,2013,Japan,FoodTech,Series C,233.0
Startup_602,2021,Canada,FinTech,Series B,221.0
Startup_603,2012,UK,Energy,Series B,299.0
Startup_604,2012,Japan,Gaming,Series A,381.0
Startup_605,2016,Germany,Gaming,Seed,163.0
Startup_606,2003,UK,Energy,Seed,5.0
Startup_607,2014,USA,Healthcare,IPO,173.0
Startup_608,2022,Australia,Healthcare,Seed,475.0
Startup_609,2014,Canada,E-commerce,Seed,39.0
Startup_610,2000,UK,E-commerce,Series B,175.0
Startup_611,2008,France,Tech,Series A,79.0
Startup_612,2008,USA,FoodTech,Series A,460.0
Startup_613,2012,Australia,Gaming,Series B,418.0
Startup_614,2003,China,EdTech,Series A,227.0
Startup_615,2020,Brazil,Energy,Seed,293.0
Startup_616,2005,Japan,Energy,Series C,441.0
Startup_617,2018,China,E-commerce,Series C,377.0
Startup_618,2001,India,Tech,Series B,313.0
Startup_619,2021,China,Logistics,Series A,358.0
Startup_620,2015,Canada,Logistics,IPO,379.0
Startup_621,2011,Brazil,Energy,Series A,278.0
Startup_622,2005,UK,EdTech,Series C,165.0
Startup_623,2019,Brazil,Logistics,Series A,490.0
Startup_624,2010,Germany,Logistics,Series A,238.0
Startup_625,2019,Australia,EdTech,Series A,252.0
Startup_626,2011,France,Tech,Series A,483.0
Startup_627,2009,China,Healthcare,Series C,33.0
Startup_628,2004,India,Logistics,Series A,241.0
Startup_629,2001,France,AI,IPO,302.0
Startup_630,2005,France,EdTech,Seed,461.0
Startup_631,2016,USA,Tech,Series B,51.0
Startup_632,2019,USA,E-commerce,IPO,35.0
Startup_633,2017,India,AI,Series B,6.0
Startup_634,2012,Japan,EdTech,IPO,473.0
Startup_635,2009,Brazil,FoodTech,Series A,197.0
Startup_636,2015,UK,E-commerce,Series A,20.0
Startup_637,2020,Canada,FoodTech,Series A,396.0
Startup_638,2013,India,E-commerce,Series B,13.0
Startup_639,2013,France,E-commerce,IPO,369.0
Startup_640,2006,France,FinTech,Seed,298.0
Startup_641,2005,Canada,FoodTech,Series A,101.0
Startup_642,2007,USA,Energy,Seed,32.0
Startup_643,2022,Germany,Gaming,Seed,226.0
Startup_644,2010,USA,Healthcare,IPO,410.0
Startup_645,2015,Brazil,Tech,Seed,302.0
Startup_646,2000,UK,E-commerce,IPO,225.0
Startup_647,2001,Brazil,Tech,Series B,198.0
Startup_648,2018,China,FinTech,Seed,61.0
Startup_649,2020,Australia,FinTech,Series A,349.0
Startup_650,2010,China,EdTech,Seed,127.0
Startup_651,2019,Brazil,Gaming,Series B,384.0
Startup_652,2015,Japan,FinTech,IPO,437.0
Startup_653,2003,USA,Logistics,Series A,104.0
Startup_654,2020,Japan,FinTech,IPO,433.0
Startup_655,2002,UK,EdTech,Series C,427.0
Startup_656,2000,Brazil,Logistics,Series B,295.0
Startup_657,2016,USA,Logistics,Series C,176.0
Startup_658,2014,Germany,FinTech,Series C,344.0
Startup_659,2003,Australia,Logistics,Seed,488.0
Startup_660,2011,Australia,FoodTech,Series A,395.0
Startup_661,2001,India,Logistics,Series C,342.0
Startup_662,2014,Japan,EdTech,Seed,314.0
Startup_663,2008,Japan,EdTech,Series A,315.0
Startup_664,2004,USA,Gaming,Series A,286.0
Startup_665,2003,UK,Tech,Series A,157.0
Startup_666,2000,Brazil,Energy,IPO,150.0
Startup_667,2000,Canada,AI,Series B,420.0
Startup_668,2001,UK,FoodTech,IPO,16.0
Startup_669,2006,USA,Logistics,Series B,468.0
Startup_670,2002,Canada,EdTech,Seed,146.0
Startup_671,2003,Canada,Tech,Series A,111.0
Startup_672,2020,Brazil,AI,IPO,26.0
Startup_673,2006,USA,AI,Series B,333.0
Startup_674,2007,India,Logistics,Series C,231.0
Startup_675,2011,Germany,FinTech,IPO,450.0
Startup_676,2001,China,Tech,Series B,203.0
Startup_677,2003,Australia,Gaming,Series A,89.0
Startup_678,2013,India,E-commerce,Series B,281.0
Startup_679,2002,USA,Tech,Seed,69.0
Startup_680,2010,Germany,Energy,Series B,447.0
Startup_681,2015,UK,Logistics,Series A,231.0
Startup_682,2014,Australia,Healthcare,Series A,390.0
Startup_683,2009,UK,E-commerce,IPO,330.0
Startup_684,2011,UK,Tech,Series B,289.0
Startup_685,2007,China,AI,IPO,267.0
Startup_686,2005,France,FinTech,Series B,274.0
Startup_687,2007,UK,Healthcare,Series C,113.0
Startup_688,2004,UK,E-commerce,IPO,256.0
Startup_689,2015,Brazil,Energy,Series C,352.0
Startup_690,2010,India,Energy,Series C,154.0
Startup_691,2005,France,EdTech,Series A,311.0
Startup_692,2019,China,Tech,IPO,111.0
Startup_693,2016,France,Healthcare,IPO,224.0
Startup_694,2012,Germany,Tech,Seed,482.0
Startup_695,2005,Australia,Energy,Series A,114.0
Startup_696,2006,France,Tech,Seed,408.0
Startup_697,2006,UK,AI,Series C,335.0
Startup_698,2020,India,Logistics,Series B,79.0
Startup_699,2000,Australia,Energy,Series B,481.0
Startup_700,2022,USA,Gaming,Series A,456.0
Startup_701,2009,Germany,FinTech,IPO,443.0
Startup_702,2012,Australia,FinTech,Series C,210.0
Startup_703,2020,Brazil,AI,Series C,415.0
Startup_704,2013,India,FinTech,IPO,248.0
Startup_705,2012,Japan,EdTech,Series A,192.0
Startup_706,2012,USA,Energy,IPO,318.0
Startup_707,2011,UK,FoodTech,Series A,451.0
Startup_708,2014,Canada,EdTech,IPO,453.0
Startup_709,2016,India,FinTech,Series C,436.0
Startup_710,2016,Australia,Energy,IPO,458.0
Startup_711,2003,Brazil,AI,Series A,440.0
Startup_712,2006,USA,Tech,Series C,54.0
Startup_713,2019,Canada,Healthcare,IPO,216.0
Startup_714,2019,Brazil,EdTech,Series A,409.0
Startup_715,2006,France,EdTech,Seed,230.0
Startup_716,2014,France,Energy,IPO,111.0
Startup_717,2003,Brazil,FinTech,Series B,461.0
Startup_718,2003,USA,EdTech,Series A,63.0
Startup_719,2021,Germany,EdTech,Series C,392.0
Startup_720,2008,Japan,Logistics,Seed,177.0
Startup_721,2005,Japan,E-commerce,IPO,323.0
Startup_722,2009,France,Gaming,Seed,210.0
Startup_723,2022,Canada,EdTech,IPO,471.0
Startup_724,2018,France,Gaming,IPO,218.0
Startup_725,2014,Canada,Logistics,IPO,269.0
Startup_726,2003,France,AI,Series C,9.0
Startup_727,2009,Japan,Gaming,Seed,14.0
Startup_728,2014,Brazil,FoodTech,IPO,297.0
Startup_729,2016,UK,FoodTech,IPO,396.0
Startup_730,2003,India,Tech,Series A,375.0
Startup_731,2015,France,FinTech,Series A,447.0
Startup_732,2005,UK,FinTech,Series A,303.0
Startup_733,2007,India,FoodTech,Series C,259.0
Startup_734,2019,Germany,Logistics,Series B,306.0
Startup_735,2009,Japan,FoodTech,Series C,477.0
Startup_736,2001,UK,Energy,IPO,245.0
Startup_737,2009,USA,E-commerce,Seed,370.0
Startup_738,2016,USA,Logistics,IPO,138.0
Startup_739,2000,France,Gaming,Series C,321.0
Startup_740,2018,UK,AI,Series A,400.0
Startup_741,2015,Brazil,Gaming,Series B,126.0
Startup_742,2003,Australia,Tech,Seed,197.0
Startup_743,2001,Canada,AI,Series B,79.0
Startup_744,2021,USA,FoodTech,Series A,157.0
Startup_745,2016,France,Gaming,Series B,496.0
Startup_746,2014,Canada,Logistics,Series B,256.0
Startup_747,2012,China,Gaming,Series C,495.0
Startup_748,2017,Germany,Tech,Seed,78.0
Startup_749,2009,Australia,Tech,Seed,285.0
Startup_750,2018,China,FinTech,IPO,319.0
Startup_751,2011,France,Tech,Series B,31.0
Startup_752,2021,Brazil,E-commerce,IPO,62.0
Startup_753,2000,Japan,FoodTech,IPO,404.0
Startup_754,2013,Germany,Tech,IPO,83.0
Startup_755,2010,India,Logistics,Series A,163.0
Startup_756,2003,France,FinTech,Seed,279.0
Startup_757,2003,USA,FinTech,Seed,328.0
Startup_758,2020,Brazil,Tech,Series B,464.0
Startup_759,2022,France,EdTech,Series A,409.0
Startup_760,2020,Brazil,E-commerce,Series C,42.0
Startup_761,2007,China,AI,Series A,372.0
Startup_762,2005,France,EdTech,Series C,468.0
Startup_763,2019,Australia,AI,Series C,473.0
Startup_764,2009,France,EdTech,Series A,471.0
Startup_765,2018,UK,E-commerce,Series C,302.0
Startup_766,2010,Brazil,Healthcare,Series C,417.0
Startup_767,2004,Germany,EdTech,Series B,393.0
Startup_768,2005,Australia,Energy,Series C,387.0
Startup_769,2013,Brazil,FinTech,Series A,302.0
Startup_770,2017,Brazil,Tech,Series A,75.0
Startup_771,2014,USA,EdTech,Series B,46.0
Startup_772,2004,Japan,Gaming,Series A,139.0
Startup_773,2020,China,FinTech,Series C,25.0
Startup_774,2000,USA,Tech,Seed,142.0
Startup_775,2004,Canada,Healthcare,Seed,309.0
Startup_776,2022,UK,Energy,Seed,178.0
Startup_777,2001,Brazil,Tech,Series A,238.0
Startup_778,2009,Japan,EdTech,Series B,66.0
Startup_779,2007,India,FoodTech,Series B,76.0
Startup_780,2017,India,FoodTech,Seed,35.0
Startup_781,2015,USA,EdTech,Series C,306.0
Startup_782,2012,Australia,EdTech,IPO,95.0
Startup_783,2000,USA,Energy,IPO,260.0
Startup_784,2012,USA,Gaming,Series A,34.0
Startup_785,2017,Japan,Gaming,Seed,344.0
Startup_786,2009,Japan,AI,IPO,456.0
Startup_787,2017,UK,FoodTech,IPO,67.0
Startup_788,2020,Japan,AI,Series C,475.0
Startup_789,2013,France,Gaming,Series B,203.0
Startup_790,2013,China,Healthcare,Series B,58.0
Startup_791,2022,Japan,Energy,Series C,271.0
Startup_792,2007,UK,FoodTech,Series C,371.0
Startup_793,2008,India,Energy,Series B,125.0
Startup_794,2010,India,AI,Series C,388.0
Startup_795,2002,Germany,E-commerce,Series B,53.0
Startup_796,2010,USA,Gaming,Series A,237.0
Startup_797,2019,Australia,FinTech,Series A,64.0
Startup_798,2010,Australia,Gaming,Series A,238.0
Startup_799,2013,UK,Energy,IPO,227.0
Startup_800,2009,France,Tech,Series C,394.0
Startup_801,2016,Brazil,AI,Seed,254.0
Startup_802,2016,India,FoodTech,Seed,54.0
Startup_803,2011,Brazil,FinTech,Series C,128.0
Startup_804,2008,UK,Energy,IPO,265.0
Startup_805,2002,Australia,E-commerce,Series C,384.0
Startup_806,2002,France,EdTech,IPO,253.0
Startup_807,2014,Brazil,Gaming,IPO,161.0
Startup_808,2011,Canada,Tech,Seed,152.0
Startup_809,2011,Germany,FoodTech,Series B,5.0
Startup_810,2011,Brazil,AI,IPO,37.0
Startup_811,2017,Canada,Energy,Series C,322.0
Startup_812,2019,India,AI,Series C,480.0
Startup_813,2008,Brazil,Gaming,Seed,119.0
Startup_814,2021,France,Logistics,Series A,283.0
Startup_815,2019,Brazil,Gaming,Seed,481.0
Startup_816,2007,China,EdTech,Seed,216.0
Startup_817,2003,Canada,FinTech,Series B,406.0
Startup_818,2008,UK,Tech,IPO,112.0
Startup_819,2011,UK,Tech,Series A,413.0
Startup_820,2013,UK,E-commerce,Seed,74.0
Startup_821,2001,France,FinTech,Seed,197.0
Startup_822,2007,Germany,Gaming,Series A,168.0
Startup_823,2016,UK,Logistics,Series B,428.0
Startup_824,2013,China,Energy,IPO,400.0
Startup_825,2010,India,E-commerce,Series C,387.0
Startup_826,2003,Japan,AI,Series A,266.0
Startup_827,2020,Brazil,EdTech,Seed,189.0
Startup_828,2012,France,EdTech,Series B,118.0
Startup_829,2003,Brazil,FinTech,Seed,284.0
Startup_830,2021,Brazil,Energy,Series B,389.0
Startup_831,2021,Germany,E-commerce,Series C,23.0
Startup_832,2008,China,Healthcare,Series B,23.0
Startup_833,2006,Canada,E-commerce,Series B,134.0
Startup_834,2009,Japan,FoodTech,Seed,17.0
Startup_835,2014,India,Gaming,Series A,1.0
Startup_836,2000,UK,Gaming,Series B,414.0
Startup_837,2003,India,Logistics,Series A,358.0
Startup_838,2011,Brazil,Energy,Series A,31.0
Startup_839,2014,China,AI,Series C,11.0
Startup_840,2017,Japan,Gaming,IPO,6.0
Startup_841,2007,France,Tech,Series B,309.0
Startup_842,2010,Australia,Healthcare,Series A,299.0
Startup_843,2008,India,FoodTech,Series B,287.0
Startup_844,2000,India,Energy,Series A,165.0
Startup_845,2013,France,EdTech,Seed,235.0
Startup_846,2011,Canada,Energy,Series A,499.0
Startup_847,2021,Germany,FinTech,Series B,117.0
Startup_848,2009,Brazil,FoodTech,Seed,287.0
Startup_849,2012,USA,Gaming,Seed,408.0
Startup_850,2007,China,Tech,Series B,290.0
Startup_851,2002,Australia,Energy,Series B,374.0
Startup_852,2005,Brazil,E-commerce,Series A,46.0
Startup_853,2017,India,EdTech,Series C,216.0
Startup_854,2006,USA,E-commerce,Series C,28.0
Startup_855,2015,Germany,Healthcare,Seed,171.0
Startup_856,2017,USA,Gaming,Seed,335.0
Startup_857,2017,Japan,Tech,Seed,399.0
Startup_858,2015,Japan,Gaming,Seed,210.0
Startup_859,2021,UK,FinTech,Seed,143.0
Startup_860,2020,China,EdTech,Series B,348.0
Startup_861,2013,India,Energy,Seed,452.0
Startup_862,2019,India,Logistics,Series A,38.0
Startup_863,2013,USA,Logistics,Series A,205.0
Startup_864,2016,India,Energy,Series A,320.0
Startup_865,2016,UK,Energy,Seed,387.0
Startup_866,2014,Germany,Gaming,Seed,158.0
Startup_867,2003,China,Energy,Series B,294.0
Startup_868,2009,Japan,Energy,Series C,217.0
Startup_869,2002,China,Gaming,Seed,150.0
Startup_870,2014,Australia,AI,Series A,392.0
Startup_871,2019,Brazil,Gaming,Series A,433.0
Startup_872,2004,USA,AI,Seed,76.0
Startup_873,2011,Australia,FinTech,IPO,275.0
Startup_874,2022,Germany,Tech,IPO,340.0
Startup_875,2011,Japan,EdTech,Seed,39.0
Startup_876,2009,USA,Energy,IPO,103.0
Startup_877,2005,Japan,Tech,IPO,112.0
Startup_878,2013,USA,EdTech,Series A,81.0
Startup_879,2002,UK,Tech,IPO,186.0
Startup_880,2021,Australia,Energy,Series B,287.0
Startup_881,2020,Japan,Gaming,IPO,2.0
Startup_882,2013,USA,Tech,Series B,111.0
Startup_883,2005,Brazil,EdTech,Series A,202.0
Startup_884,2012,Canada,Gaming,Series C,244.0
Startup_885,2016,France,Logistics,Series B,272.0
Startup_886,2016,India,E-commerce,Series A,493.0
Startup_887,2021,China,AI,IPO,200.0
Startup_888,2018,France,E-commerce,Seed,345.0
Startup_889,2005,China,Gaming,Series A,172.0
Startup_890,2021,Australia,Gaming,Series B,216.0
Startup_891,2012,UK,EdTech,Series B,82.0
Startup_892,2003,China,FoodTech,IPO,138.0
Startup_893,2011,Brazil,FoodTech,Seed,298.0
Startup_894,2001,India,AI,Series A,396.0
Startup_895,2007,Brazil,AI,Series B,395.0
Startup_896,2007,Canada,FinTech,Series A,231.0
Startup_897,2020,USA,Gaming,Series C,144.0
Startup_898,2009,Canada,Logistics,Series B,463.0
Startup_899,2001,Japan,Logistics,Series C,315.0
Startup_900,2022,Australia,E-commerce,Series B,140.0
Startup_901,2013,Germany,Tech,Series B,94.0
Startup_902,2015,UK,EdTech,Series C,319.0
Startup_903,2010,India,AI,Series B,82.0
Startup_904,2002,Australia,AI,Series B,72.0
Startup_905,2010,France,AI,IPO,450.0
Startup_906,2002,UK,AI,Series A,47.0
Startup_907,2009,China,Healthcare,Series A,473.0
Startup_908,2005,Germany,FoodTech,Series A,62.0
Startup_909,2011,Japan,Energy,Seed,36.0
Startup_910,2010,Brazil,AI,IPO,490.0
Startup_911,2008,UK,FinTech,Series C,184.0
Startup_912,2012,India,EdTech,Seed,45.0
Startup_913,2001,China,Tech,Series B,283.0
Startup_914,2009,Canada,Gaming,Seed,422.0
Startup_915,2012,Brazil,EdTech,Series B,42.0
Startup_916,2000,India,Tech,Seed,441.0
Startup_917,2007,Japan,FinTech,Series C,361.0
Startup_918,2017,USA,Tech,Series C,271.0
Startup_919,2011,Japan,FoodTech,Series B,465.0
Startup_920,2021,Brazil,E-commerce,Series C,76.0
Startup_921,2014,France,E-commerce,Series A,49.0
Startup_922,2021,Germany,Gaming,IPO,331.0
Startup_923,2010,China,Tech,Series B,349.0
Startup_924,2020,Germany,Energy,Seed,429.0
Startup_925,2006,Japan,FinTech,Series A,70.0
Startup_926,2013,Brazil,EdTech,Series C,498.0
Startup_927,2021,UK,EdTech,Series A,289.0
Startup_928,2000,China,Healthcare,Series C,234.0
Startup_929,2002,France,FoodTech,Series C,302.0
Startup_930,2013,Australia,Healthcare,Series C,373.0
Startup_931,2009,USA,Tech,IPO,292.0
Startup_932,2009,Canada,FinTech,Series B,400.0
Startup_933,2004,France,FinTech,Series C,7.0
Startup_934,2020,China,Energy,IPO,100.0
Startup_935,2016,China,Tech,Series B,385.0
Startup_936,2005,UK,Energy,Series C,352.0
Startup_937,2021,China,Healthcare,Series A,142.0
Startup_938,2019,China,AI,Seed,381.0
Startup_939,2007,Brazil,FoodTech,Series B,352.0
Startup_940,2003,UK,Gaming,Series C,301.0
Startup_941,2004,Australia,Energy,IPO,126.0
Startup_942,2013,France,AI,Series C,96.0
Startup_943,2011,Australia,FoodTech,Seed,383.0
Startup_944,2017,France,E-commerce,Series B,250.0
Startup_945,2006,Germany,Energy,Series C,429.0
Startup_946,2005,Brazil,Logistics,Seed,462.0
Startup_947,2013,UK,Healthcare,Seed,491.0
Startup_948,2005,India,FinTech,Seed,398.0
Startup_949,2014,Australia,Tech,Series A,455.0
Startup_950,2008,Australia,Tech,Series C,66.0
Startup_951,2017,Canada,FoodTech,Series A,495.0
Startup_952,2012,France,FinTech,Seed,309.0
Startup_953,2012,Australia,FoodTech,Series A,430.0
Startup_954,2008,USA,Energy,Series C,390.0
Startup_955,2002,Germany,Logistics,Seed,197.0
Startup_956,2018,Canada,FinTech,Series C,266.0
Startup_957,2017,France,Energy,Series A,492.0
Startup_958,2008,Brazil,Tech,Series B,47.0
Startup_959,2008,China,Energy,Seed,456.0
Startup_960,2002,Germany,E-commerce,Series B,279.0
Startup_961,2008,China,EdTech,Seed,467.0
Startup_962,2007,UK,E-commerce,Series B,125.0
Startup_963,2008,Germany,EdTech,Seed,237.0
Startup_964,2008,Japan,E-commerce,Series A,440.0
Startup_965,2018,Brazil,FoodTech,Series A,442.0
Startup_966,2003,Brazil,FoodTech,Series C,255.0
Startup_967,2002,France,EdTech,Seed,342.0
Startup_968,2007,India,Logistics,Series C,154.0
Startup_969,2003,UK,Gaming,Series C,433.0
Startup_970,2021,USA,FinTech,IPO,112.0
Startup_971,2013,Brazil,FinTech,Series C,221.0
Startup_972,2008,France,AI,Seed,155.0
Startup_973,2001,Canada,AI,Series B,474.0
Startup_974,2022,Australia,E-commerce,Seed,46.0
Startup_975,2003,Germany,E-commerce,IPO,245.0
Startup_976,2017,Canada,Energy,IPO,415.0
Startup_977,2011,France,Energy,Series B,488.0
Startup_978,2008,Canada,Tech,Series B,445.0
Startup_979,2014,UK,Tech,Series C,385.0
Startup_980,2018,UK,Logistics,IPO,398.0
Startup_981,2019,Australia,Gaming,Series A,124.0
Startup_982,2009,Australia,Gaming,Series A,393.0
Startup_983,2018,Australia,E-commerce,Seed,218.0
Startup_984,2021,UK,AI,IPO,440.0
Startup_985,2021,India,Tech,Series A,430.0
Startup_986,2012,UK,FoodTech,IPO,376.0
Startup_987,2004,USA,Tech,Series B,390.0
Startup_988,2014,Germany,Healthcare,Series A,135.0
Startup_989,2005,India,Gaming,Series A,245.0
Startup_990,2021,India,FoodTech,IPO,73.0
Startup_991,2020,India,Logistics,IPO,386.0
Startup_992,2005,USA,AI,Series B,105.0
Startup_993,2012,Canada,Logistics,Series C,310.0
Startup_994,2000,UK,Healthcare,IPO,127.0
Startup_995,2008,Canada,FinTech,IPO,432.0
Startup_996,2000,USA,AI,Seed,21.0
Startup_997,2017,China,FinTech,Series C,183.0
Startup_998,2011,USA,Energy,IPO,304.0
Startup_999,2022,Australia,FinTech,Series A,172.0
Startup_1000,2005,India,FoodTech,Seed,295.0
Startup_1001,2005,Australia,E-commerce,Seed,146.0
Startup_1002,2004,China,Gaming,Series B,184.0
Startup_1003,2018,India,Energy,Series C,107.0
